Date,Store Number,City,Zip Code,County,Total Sales to Store (Dollars)
12/14/2016,4105,Nevada,50201,STORY,$3066.84
11/15/2016,5063,Waterloo,50703,BLACK HAWK,$2180.92
12/06/2016,5243,Waterloo,50703,BLACK HAWK,$3077.54
10/10/2016,3549,Fort Madison,52627,LEE,$5065.96
10/10/2016,3465,Panora,50216,GUTHRIE,$1444.45
11/15/2016,4819,Altoona,50009,POLK,$2362.70
12/02/2016,3629,Council Bluffs,51503,POTTAWATTA,$13356.54
11/23/2016,4542,Laurens,50554,POCAHONTAS,$913.20
12/21/2016,2637,Davenport,52804,SCOTT,$12348.56
12/06/2016,5113,Waterloo,50703,BLACK HAWK,$1608.05
12/28/2016,3443,Council Bluffs,51503,POTTAWATTA,$8765.40
10/17/2016,4904,Larchwood,51241,LYON,$789.89
10/31/2016,4904,Larchwood,51241,LYON,$1510.88
10/03/2016,5173,Audubon,50025,AUDUBON,$1629.71
10/06/2016,3888,Grinnell,50112,POWESHIEK,$4990.23
11/17/2016,5334,Lake Mills,50450,WINNEBAGO,$2909.20
11/29/2016,3959,Dubuque,52001,DUBUQUE,$536.41
12/09/2016,5144,Ankeny,50021,POLK,$15391.08
12/30/2016,4147,Cedar Falls,50613,BLACK HAWK,$813.80
10/05/2016,2670,Coralville,52241,JOHNSON,$19457.03
10/17/2016,3705,Rock Rapids,51246,LYON,$4085.94
11/04/2016,4544,Osceola,50213,CLARKE,$579.30
12/01/2016,2587,Johnston,50131,POLK,$8050.94
10/26/2016,4978,Waterloo,50702,BLACK HAWK,$1022.34
11/28/2016,4617,Des Moines,50317,POLK,$4096.95
12/30/2016,4453,Forest City,50436,WINNEBAGO,$1443.92
10/31/2016,3705,Rock Rapids,51246,LYON,$3475.54
12/02/2016,5158,Council Bluffs,51501,POTTAWATTA,$524.58
12/08/2016,4734,Urbandale,50322,POLK,$2019.60
10/11/2016,4837,Iowa City,52240,JOHNSON,$2632.73
12/15/2016,4374,Grimes,50111,POLK,$562.67
10/24/2016,2604,Lemars,51031,Plymouth,$8166.08
10/19/2016,2551,Chariton,50049,LUCAS,$7762.96
10/17/2016,5316,Sigourney,52591,KEOKUK,$382.29
11/28/2016,3549,Fort Madison,52627,LEE,$3343.96
11/28/2016,3465,Panora,50216,GUTHRIE,$1216.23
11/29/2016,3666,Cedar Rapids,52404,LINN,$9504.02
12/16/2016,3942,Toledo,52342,TAMA,$497.84
10/31/2016,5316,Sigourney,52591,KEOKUK,$317.73
12/23/2016,4081,Story City,50248,STORY,$2402.70
10/24/2016,3868,Marion,52302,LINN,$8504.58
12/06/2016,2590,Cedar Rapids,52402,LINN,$15680.07
12/22/2016,2587,Johnston,50131,POLK,$6979.47
10/05/2016,4192,Bettendorf,52722,SCOTT,$1901.72
11/15/2016,2113,Gowrie,50543,WEBSTER,$771.94
12/21/2016,4458,Johnston,50131,POLK,$44.58
11/07/2016,3833,Atlantic,50022,CASS,$4842.18
11/11/2016,3963,Council Bluffs,51501,POTTAWATTA,$4133.34
11/14/2016,4126,Solon,52333,JOHNSON,$1648.83
10/06/2016,4715,West Des Moines,50265,POLK,$856.50
10/28/2016,2636,Des Moines,50317,POLK,$2963.38
11/09/2016,3890,Cedar Rapids,52405,LINN,$2233.05
11/14/2016,3952,Bettendorf,52722,SCOTT,$14333.30
10/12/2016,4568,Sioux City,51108,WOODBURY,$1175.85
10/12/2016,4275,Knoxville,50138,MARION,$839.24
10/26/2016,5329,Grand Mounds,52751,CLINTON,$2928.05
11/08/2016,3385,Cedar Rapids,52402,LINN,$33837.66
12/23/2016,4355,Story City,50248,STORY,$2014.54
11/16/2016,3417,Marengo,52301,IOWA,$6822.05
10/03/2016,4182,Dyersville,52040,DUBUQUE,$2143.22
11/08/2016,4138,Indianola,50125,WARREN,$1881.03
12/12/2016,4878,Primghar,51245,OBRIEN,$1392.31
11/09/2016,2846,Cedar Rapids,52404,LINN,$387.63
10/11/2016,4449,Urbandale,50322,POLK,$220.15
10/28/2016,4547,Hampton,50441,FRANKLIN,$712.13
12/07/2016,3704,Emmetsburg,50536,PALO ALTO,$2943.76
12/16/2016,4133,Webster City,50595,HAMILTON,$850.82
12/26/2016,4722,Burlington,56201,Des Moines,$965.88
10/20/2016,4732,Clive,50325,POLK,$2971.98
10/20/2016,5125,Des Moines,50316,POLK,$6474.30
11/30/2016,3869,Coralville,52241,JOHNSON,$3431.77
11/18/2016,3813,Mount Ayr,50854,RINGGOLD,$795.73
10/03/2016,4800,Des Moines,50320,POLK,$410.88
10/28/2016,5287,Clarion,50525,WRIGHT,$1229.12
11/22/2016,3990,Oskaloosa,52577,MAHASKA,$4698.27
12/16/2016,5327,Council Bluffs,51501,POTTAWATTA,$991.42
11/07/2016,4434,Rock Rapids,51246,LYON,$2184.28
12/02/2016,4937,Shenandoah,51601,PAGE,$527.17
10/17/2016,3688,Fredericksburg,50630,CHICKASAW,$648.15
11/30/2016,4630,Davenport,52803,SCOTT,$3761.70
10/19/2016,2623,Sioux City,51104,WOODBURY,$6657.70
10/05/2016,3818,Knoxville,50138,MARION,$3204.13
10/07/2016,4102,Ames,50010,STORY,$1371.89
11/14/2016,3710,Columbus Junction,52738,LOUISA,$618.85
10/13/2016,4829,Des Moines,50314,POLK,$29737.59
10/06/2016,5251,Mason City,50401,CERRO GORD,$7366.13
10/14/2016,2228,Winterset,50273,MADISON,$3314.03
10/27/2016,4393,Clive,50325,POLK,$420.69
10/31/2016,5040,Wilton,52778,MUSCATINE,$759.35
11/03/2016,5280,Mason City,50401,CERRO GORD,$943.74
10/06/2016,4696,West Des Moines,50266,POLK,$596.94
10/17/2016,2663,Urbandale,50322,POLK,$7925.78
11/22/2016,4905,Rockwell City,50579,CALHOUN,$1218.16
12/08/2016,2521,West Des Moines,50265,POLK,$16067.85
11/22/2016,3774,Dubuque,52001,DUBUQUE,$2172.36
11/02/2016,5253,Center Point,52213,LINN,$197.88
10/05/2016,4864,Clinton,52733,CLINTON,$3830.02
10/05/2016,5013,Bettendorf,52722,SCOTT,$1716.03
11/07/2016,2847,Marion,52302,LINN,$556.04
11/07/2016,4307,Dunlap,712-2,Harrison,$433.47
11/15/2016,3822,Swisher,52338,JOHNSON,$391.39
12/27/2016,2597,Cherokee,51012,CHEROKEE,$4695.91
10/05/2016,4027,Centerville,52544,APPANOOSE,$6074.04
10/19/2016,3952,Bettendorf,52722,SCOTT,$12550.50
11/08/2016,3644,Altoona,50009,POLK,$16031.10
12/15/2016,5215,Le Claire,52753,SCOTT,$1850.08
12/20/2016,3774,Dubuque,52001,DUBUQUE,$1730.62
10/06/2016,4807,Williamsburg,52361,IOWA,$3431.89
11/14/2016,2662,Muscatine,52761,MUSCATINE,$4987.03
12/26/2016,5126,Des Moines,50310,POLK,$6624.90
10/05/2016,4164,Bettendorf,52722,SCOTT,$3728.65
12/13/2016,4829,Des Moines,50314,POLK,$5052.20
10/03/2016,3805,Davenport,52084,Scott,$4315.18
10/21/2016,4947,Cedar Falls,50647,Black Hawk,$2908.89
11/04/2016,2655,Clarinda,51632,PAGE,$2215.57
10/21/2016,4414,Neola,51559,POTTAWATTA,$900.14
11/03/2016,3719,Marshalltown,50158,MARSHALL,$8369.10
11/16/2016,2556,Estherville,51334,EMMET,$14178.79
12/05/2016,4401,Marion,52302,LINN,$1266.53
12/27/2016,4456,Iowa City,52246,JOHNSON,$951.56
11/11/2016,4629,Glenwood,51534,MILLS,$3406.42
11/30/2016,4269,Tipton,52772,CEDAR,$2010.97
12/09/2016,3930,St Lucas,52166,Fayette,$1091.94
10/07/2016,2602,Webster City,50595,HAMILTON,$6953.12
12/15/2016,3041,Colfax,50054,JASPER,$842.19
12/16/2016,4738,Council Bluffs,51501,POTTAWATTA,$462.78
12/21/2016,4346,Shellsburg,52332,BENTON,$1301.65
11/22/2016,3670,Coralville,52241,JOHNSON,$14022.48
10/12/2016,5098,Des Moines,50311,POLK,$3064.38
10/28/2016,5245,Des Moines,50315,POLK,$2094.86
12/16/2016,3056,Clarion,50525,WRIGHT,$879.41
10/14/2016,4355,Story City,50248,STORY,$598.01
10/13/2016,5127,Des Moines,50312,POLK,$8968.94
11/21/2016,2662,Muscatine,52761,MUSCATINE,$8737.58
12/15/2016,4595,Des Moines,50321,POLK,$285.58
10/03/2016,3907,Muscatine,52761,MUSCATINE,$771.56
11/21/2016,5161,Council Bluffs,51501,POTTAWATTA,$127.74
12/27/2016,5224,Coralville,52241,JOHNSON,$2779.43
12/19/2016,4313,Atlantic,50022,CASS,$1422.30
10/04/2016,4677,Coralville,52241,JOHNSON,$6370.31
10/26/2016,4162,Cedar Rapids,52404,LINN,$1867.24
12/05/2016,4413,Wapello,52653,LOUISA,$765.03
12/08/2016,4375,Grimes,50111,POLK,$842.96
12/09/2016,2835,Cedar Falls,50613,BLACK HAWK,$1656.92
10/24/2016,2190,Des Moines,50314,POLK,$12460.28
12/05/2016,9911,Urbandale,50322,POLK,$3282.96
10/18/2016,5043,Waterloo,50702,BLACK HAWK,$3098.80
11/01/2016,2478,Altoona,50009,POLK,$2059.28
11/11/2016,4597,Des Moines,50315,POLK,$1952.20
11/16/2016,2523,Centerville,52544,APPANOOSE,$7150.05
12/12/2016,5175,Delhi,52223,DELAWARE,$329.58
11/07/2016,5236,Anamosa,52205,JONES,$4184.41
11/10/2016,4668,Clear Lake,50428,Cerro Gord,$2202.99
11/21/2016,3710,Columbus Junction,52738,LOUISA,$685.03
12/14/2016,3853,Davenport,52804,SCOTT,$2036.16
12/21/2016,2502,Ankeny,50021,POLK,$19873.36
11/22/2016,4167,Dubuque,52001,DUBUQUE,$19911.74
11/28/2016,4689,Fort Madison,52627,LEE,$2237.76
11/08/2016,4171,Cascade,52033,DUBUQUE,$2392.87
11/30/2016,5262,Bettendorf,52722,SCOTT,$2153.28
12/15/2016,3877,Des Moines,50322,Polk,$3223.68
12/06/2016,5042,Dubuque,52001,DUBUQUE,$2218.87
10/17/2016,5194,Shelby,51570,Harrison,$484.70
12/12/2016,4934,Springville,52336,LINN,$771.12
12/20/2016,4167,Dubuque,52001,DUBUQUE,$21321.35
11/29/2016,3618,Cedar Rapids,52404,LINN,$9142.98
10/31/2016,5194,Shelby,51570,Harrison,$543.66
11/11/2016,3830,Creston,50801,UNION,$6337.88
11/30/2016,4527,Gilmore City,50541,HUMBOLDT,$392.37
10/26/2016,5048,Rolfe,50581,POCAHONTAS,$466.50
10/06/2016,4604,Newton,50208,JASPER,$3014.73
12/27/2016,4118,Lake View,51450,SAC,$2160.82
10/24/2016,4794,Burlington,52601,DES MOINES,$5848.31
10/26/2016,4879,Sioux City,51106,WOODBURY,$6170.68
12/28/2016,3943,Nevada,50201,STORY,$2974.18
10/20/2016,2502,Ankeny,50021,POLK,$1218.45
10/24/2016,2536,Pleasant Hill,50317,Polk,$1193.77
12/05/2016,3829,Mount Vernon,52314,LINN,$1050.30
12/12/2016,4605,Marion,52302,LINN,$461.14
10/26/2016,5086,Sioux City,51106,WOODBURY,$1420.44
11/01/2016,3651,Indianola,50125,WARREN,$4984.80
10/13/2016,2648,West Des Moines,50265,POLK,$14812.19
12/16/2016,4825,Osceola,50213,CLARKE,$1192.10
10/27/2016,2593,Carroll,51401,CARROLL,$12130.46
11/03/2016,2528,Des Moines,50315,POLK,$7631.05
12/19/2016,4006,Larchwood,51241,LYON,$2169.96
12/27/2016,3635,Ogden,50212,BOONE,$1414.20
12/22/2016,4373,West Des Moines,50266,POLK,$1294.51
12/28/2016,5293,Arnolds Park,51331,DICKINSON,$816.02
10/04/2016,4310,Cherokee,51012,CHEROKEE,$1002.58
12/07/2016,2618,Cedar Rapids,52402,LINN,$5267.12
12/23/2016,2585,Algona,50511,KOSSUTH,$12718.19
10/17/2016,4891,Sibley,51249,OSCEOLA,$4013.82
12/08/2016,4410,Perry,50220,Boone,$572.85
12/21/2016,2611,Ottumwa,52501,WAPELLO,$9151.26
10/31/2016,4891,Sibley,51249,OSCEOLA,$4812.11
12/07/2016,5025,Cedar Rapids,52403,LINN,$664.52
10/19/2016,4177,Le Grand,50142,MARSHALL,$763.50
11/14/2016,4736,Marion,52302,LINN,$1414.77
11/15/2016,2841,Cedar Rapids,52403,LINN,$1864.31
12/28/2016,4232,Moravia,52571,APPANOOSE,$790.16
11/29/2016,4838,Ogden,50212,BOONE,$1642.02
12/16/2016,4829,Des Moines,50314,POLK,$1235.94
10/12/2016,4202,Sioux City,51106,WOODBURY,$2410.98
12/05/2016,2569,Cedar Rapids,52402,LINN,$4907.93
10/24/2016,4273,Des Moines,50317,POLK,$2173.35
11/29/2016,2572,Cedar Falls,50613,BLACK HAWK,$10800.25
12/01/2016,4373,West Des Moines,50266,POLK,$1613.34
10/13/2016,5327,Council Bluffs,51501,POTTAWATTA,$2593.74
12/27/2016,4900,Waterloo,50703,BLACK HAWK,$2298.46
12/06/2016,4685,Dubuque,52001,DUBUQUE,$1591.56
12/29/2016,5340,West Des Moines,50266,POLK,$2629.47
11/29/2016,4504,Indianola,50125,WARREN,$1048.75
12/13/2016,5286,Iowa City,52240,JOHNSON,$4332.55
10/03/2016,4296,Keosauqua,52565,VAN BUREN,$3337.20
10/07/2016,3813,Mount Ayr,50854,RINGGOLD,$2013.30
11/28/2016,4193,Hartley,51346,OBRIEN,$753.85
12/16/2016,3987,Algona,50511,KOSSUTH,$3155.67
12/20/2016,4176,Cedar Rapids,52405,LINN,$1905.31
10/05/2016,4046,Centerville,52544,APPANOOSE,$607.67
11/21/2016,2629,Council Bluffs,51503,POTTAWATTA,$23780.30
10/10/2016,2653,Washington,52353,WASHINGTON,$4127.42
10/12/2016,2600,Oskaloosa,52577,MAHASKA,$3194.41
11/30/2016,2594,Sioux City,51106,WOODBURY,$14677.31
11/22/2016,4176,Cedar Rapids,52405,LINN,$1596.41
12/07/2016,3783,Pocahontas,50574,POCAHONTAS,$1974.82
12/29/2016,4553,Sheffield,50475,FRANKLIN,$1217.76
10/04/2016,4512,Waterloo,50701,BLACK HAWK,$1208.08
10/14/2016,4590,Cedar Falls,50613,BLACK HAWK,$471.30
11/01/2016,3926,Iowa City,52240,JOHNSON,$10968.22
11/07/2016,2660,Sioux Center,51250,SIOUX,$2241.91
10/25/2016,3644,Altoona,50009,POLK,$7696.32
11/18/2016,4102,Ames,50010,STORY,$1063.65
10/05/2016,4251,Ames,50014,STORY,$3212.90
12/30/2016,5223,Tabor,51653,FREMONT,$1284.06
10/05/2016,2548,Altoona,50009,POLK,$13981.92
12/26/2016,3690,Waterloo,50702,BLACK HAWK,$2606.30
11/14/2016,2514,Marion,50129,Linn,$2296.04
10/26/2016,5300,Otumwa,52501,Wapello,$400.73
12/12/2016,4448,Urbandale,50322,POLK,$349.15
12/15/2016,4798,Des Moines,50320,POLK,$660.84
12/28/2016,3722,Sioux City,51106,WOODBURY,$4562.16
11/21/2016,2514,Marion,50129,Linn,$1540.28
10/10/2016,4193,Hartley,51346,OBRIEN,$561.02
10/28/2016,4110,Parkersburg,50665,BUTLER,$3028.92
12/13/2016,4647,Waterloo,50707,Black Hawk,$1532.10
12/21/2016,4960,Ames,50010,STORY,$1314.91
12/21/2016,5000,Nevada,50201,STORY,$1365.84
11/29/2016,5101,Waterloo,50701,BLACK HAWK,$2976.47
12/21/2016,9911,Urbandale,50322,POLK,$2681.75
11/28/2016,2653,Washington,52353,WASHINGTON,$7674.07
11/09/2016,4412,Tipton,52772,CEDAR,$454.90
11/09/2016,5292,Vinton,52349,BENTON,$617.92
11/17/2016,4301,Des Moines,50320,POLK,$3756.35
11/29/2016,4648,Waterloo,50703,BLACK HAWK,$1225.09
12/26/2016,4962,Davenport,52803,SCOTT,$4451.64
12/28/2016,5218,Chariton,50049,LUCAS,$182.39
11/16/2016,2562,Fort Dodge,50501,WEBSTER,$11915.64
12/06/2016,3691,Urbandale,50322,POLK,$6595.48
12/07/2016,2566,Knoxville,50138,MARION,$3305.05
12/16/2016,4463,Garner,50438,HANCOCK,$3758.03
12/28/2016,4312,Council Bluffs,51501,POTTAWATTA,$0.00
11/14/2016,2629,Council Bluffs,51503,POTTAWATTA,$21626.60
10/05/2016,2233,Spirit Lake,51360,DICKINSON,$2390.88
11/09/2016,3973,Ames,50014,STORY,$843.16
11/17/2016,2635,Davenport,52807,SCOTT,$19502.59
11/28/2016,2612,Perry,50220,DALLAS,$1159.67
12/20/2016,4641,Des Moines,50315,POLK,$456.15
11/02/2016,4105,Nevada,50201,STORY,$2381.28
12/15/2016,4140,Des Moines,50313,POLK,$2958.22
12/16/2016,5127,Des Moines,50312,POLK,$9066.18
12/28/2016,2522,Spirit Lake,51360,DICKINSON,$8807.57
11/03/2016,4388,Clive,50325,POLK,$182.97
11/22/2016,4641,Des Moines,50315,POLK,$307.93
11/29/2016,5097,Cedar Rapids,52403,LINN,$1151.28
10/19/2016,4289,Waukon,52172,ALLAMAKEE,$0.00
12/05/2016,4806,West Liberty,52776,MUSCATINE,$2532.60
12/15/2016,5203,Coon Rapids,50058,CARROLL,$988.60
10/26/2016,3916,Ottumwa,52501,WAPELLO,$1130.10
11/29/2016,3993,Waterloo,50701,BLACK HAWK,$3954.62
11/30/2016,3949,Pella,50219,MARION,$1676.04
12/05/2016,2558,Mount Pleasant,52641,HENRY,$8263.52
12/22/2016,2595,Denison,51442,CRAWFORD,$9765.37
12/29/2016,4512,Waterloo,50701,BLACK HAWK,$0.00
12/02/2016,2655,Clarinda,51632,PAGE,$2020.79
11/18/2016,2602,Webster City,50595,HAMILTON,$10398.16
12/15/2016,4104,Mason City,50401,CERRO GORD,$1666.20
11/09/2016,3735,Oskaloosa,52577,Buchanan,$4558.04
12/06/2016,2624,Dubuque,52002,DUBUQUE,$10385.55
12/12/2016,5149,Burlington,52601,DES MOINES,$1233.95
12/19/2016,4560,Harlan,51537,SHELBY,$863.89
12/06/2016,3625,Ankeny,50021,POLK,$8185.68
12/30/2016,5131,Des Moines,50316,POLK,$4393.07
10/06/2016,4546,Glidden,51443,CARROLL,$1576.60
10/20/2016,5115,Manly,50456,WORTH,$791.56
11/08/2016,4433,Pleasant Hill,50317,Polk,$308.96
12/01/2016,2595,Denison,51442,CRAWFORD,$8804.76
10/05/2016,4520,Huxley,50124,STORY,$1809.23
11/01/2016,5214,Cedar Rapids,52404,LINN,$2941.72
12/05/2016,3562,West Burlington,52655,DES MOINES,$9688.50
10/25/2016,4171,Cascade,52033,DUBUQUE,$1161.29
11/16/2016,3776,Davenport,52806,SCOTT,$5922.48
12/26/2016,3403,Columbus Junction,52738,LOUISA,$1456.79
12/29/2016,5248,Marshalltown,50158,MARSHALL,$5369.71
11/09/2016,3789,Oskaloosa,52577,MAHASKA,$8182.88
11/17/2016,3871,West Des Moines,50266,POLK,$2369.22
12/02/2016,4370,Norwalk,50211,WARREN,$862.69
12/23/2016,4253,Winterset,50273,MADISON,$2104.65
12/26/2016,5173,Audubon,50025,AUDUBON,$3439.43
10/18/2016,3841,Dubuque,52001,DUBUQUE,$568.08
11/30/2016,5154,Lake Park,51347,DICKINSON,$487.56
10/12/2016,4004,Ames,50010,STORY,$5009.40
11/18/2016,4246,Shenandoah,51601,PAGE,$4675.63
11/30/2016,5323,Gladbrook,50635,TAMA,$496.92
10/21/2016,9013,Cumming,50061,WARREN,$531.60
12/13/2016,5318,Des Moines,50317,POLK,$8033.16
11/09/2016,5207,Cedar Rapids,52404,LINN,$3559.71
12/28/2016,4025,Belle Plaine,52208,BENTON,$605.30
10/05/2016,4387,Spirit Lake,51360,DICKINSON,$966.17
12/05/2016,4006,Larchwood,51241,LYON,$1836.09
12/12/2016,5194,Shelby,51570,Harrison,$638.21
10/18/2016,5004,Ida Grove,51445,IDA,$2016.14
10/27/2016,2515,Mason City,50401,CERRO GORD,$12915.97
11/14/2016,5091,Muscatine,52761,MUSCATINE,$781.02
12/26/2016,4692,Keokuk,52632,LEE,$1265.94
12/26/2016,2459,Guthrie Center,50115,GUTHRIE,$2391.91
10/25/2016,5151,Ida Grove,51445,IDA,$2698.66
12/20/2016,4773,West Des Moines,50265,POLK,$651.16
12/20/2016,5224,Coralville,52241,JOHNSON,$7704.07
10/12/2016,3928,North Liberty,52317,JOHNSON,$2915.10
10/17/2016,4605,Marion,52302,LINN,$202.08
10/27/2016,4959,Cedar Falls,50613,BLACK HAWK,$3385.74
11/29/2016,5235,Waukee,50263,DALLAS,$619.07
10/10/2016,3712,Montezuma,50171,POWESHIEK,$1210.71
10/31/2016,4605,Marion,52302,LINN,$225.91
12/19/2016,2569,Cedar Rapids,52402,LINN,$6356.86
10/24/2016,5137,Des Moines,50313,POLK,$831.63
11/14/2016,4908,Elkader,52043,CLAYTON,$669.52
11/21/2016,4475,Council Bluffs,51501,POTTAWATTA,$1051.72
11/22/2016,5224,Coralville,52241,JOHNSON,$4581.46
11/07/2016,4189,Manchester,52057,DELAWARE,$1567.23
11/09/2016,4454,Sioux City,51109,WOODBURY,$599.01
10/18/2016,2413,Dubuque,52001,DUBUQUE,$13583.07
12/22/2016,9906,Des Moines,50317,POLK,$24.24
10/11/2016,9906,Des Moines,50317,POLK,$308.45
12/02/2016,4165,Ankeny,50023,Polk,$991.40
12/27/2016,4167,Dubuque,52001,DUBUQUE,$21003.04
11/16/2016,4132,Camanche,52730,CLINTON,$1992.89
11/21/2016,4580,Washington,52353,WASHINGTON,$864.54
12/22/2016,4917,Perry,50220,DALLAS,$477.98
10/24/2016,4321,Charles City,50616,FLOYD,$954.47
10/04/2016,4781,Early,50535,SAC,$1140.52
10/19/2016,2568,Cedar Rapids,52402,LINN,$3776.11
11/14/2016,2837,Waterloo,50702,BLACK HAWK,$1256.77
11/30/2016,2648,West Des Moines,50265,POLK,$5700.57
12/30/2016,4628,Oelwein,50662,FAYETTE,$879.30
10/13/2016,4795,Des Moines,50317,POLK,$1627.02
12/01/2016,4917,Perry,50220,DALLAS,$314.59
11/16/2016,2637,Davenport,52804,SCOTT,$13267.69
11/28/2016,3910,Riverside,52327,WASHINGTON,$2517.68
12/20/2016,4118,Lake View,51450,SAC,$2533.66
11/11/2016,2658,Mount Ayr,50854,RINGGOLD,$761.22
12/13/2016,3565,Iowa City,52246,JOHNSON,$2196.64
12/07/2016,4548,Walker,52352,LINN,$1408.44
12/26/2016,4949,Davenport,52802,SCOTT,$2080.41
10/10/2016,4223,Evansdale,50707,BLACK HAWK,$2318.44
10/06/2016,4406,Ankeny,50023,Polk,$1058.81
11/15/2016,4161,Iowa City,52246,JOHNSON,$1008.80
11/22/2016,4118,Lake View,51450,SAC,$3976.76
11/30/2016,2609,Ames,50010,STORY,$989.85
10/05/2016,4234,Spencer,51301,CLAY,$1020.45
10/05/2016,5080,Spencer,51301,CLAY,$3555.73
11/07/2016,5075,New Sharon,50207,MAHASKA,$1652.12
12/19/2016,2620,Windsor Heights,50311,Polk,$304.14
11/01/2016,5140,Cherokee,51012,CHEROKEE,$3190.97
12/29/2016,3731,Davenport,52807,SCOTT,$6955.56
11/01/2016,5219,Iowa City,52240,JOHNSON,$2013.92
12/06/2016,4636,Cedar Rapids,52402,LINN,$667.97
12/26/2016,4182,Dyersville,52040,DUBUQUE,$2037.94
10/10/2016,4599,Des Moines,50317,POLK,$236.68
10/25/2016,4312,Council Bluffs,51501,POTTAWATTA,$3235.32
10/10/2016,3910,Riverside,52327,WASHINGTON,$1901.45
11/28/2016,4417,Adair,50002,ADAIR,$568.32
12/09/2016,4015,Ames,50010,STORY,$3026.46
10/05/2016,5106,DeWitt,52742,CLINTON,$3119.54
10/20/2016,2106,Cedar Falls,50613,BLACK HAWK,$15177.40
12/13/2016,3912,Cedar Rapids,52405,LINN,$1289.26
11/09/2016,2606,Humboldt,50548,HUMBOLDT,$6416.08
11/07/2016,2641,Council Bluffs,51501,POTTAWATTA,$4742.70
10/05/2016,4884,Sioux City,51106,WOODBURY,$515.70
10/12/2016,3973,,,,$1981.18
12/16/2016,4621,Maxwell,50161,STORY,$1521.66
10/25/2016,2665,Waukee,50263,DALLAS,$12438.14
12/30/2016,4260,Osceola,50213,CLARKE,$3645.35
11/21/2016,4908,Elkader,52043,CLAYTON,$729.52
11/22/2016,2597,Cherokee,51012,CHEROKEE,$6778.25
12/30/2016,4024,Iowa Falls,50126,HARDIN,$2395.44
10/20/2016,4751,Davenport,52806,SCOTT,$1610.10
11/18/2016,3819,Decorah,52101,WINNESHIEK,$4554.64
12/19/2016,4806,West Liberty,52776,MUSCATINE,$8274.69
12/27/2016,4905,Rockwell City,50579,CALHOUN,$982.35
12/20/2016,2597,Cherokee,51012,CHEROKEE,$5183.47
11/03/2016,4932,Cedar Falls,50613,BLACK HAWK,$3737.41
10/28/2016,4782,Lamoni,50140,DECATUR,$1389.31
12/06/2016,4535,Dubuque,52001,DUBUQUE,$1577.34
12/09/2016,3443,Council Bluffs,51503,POTTAWATTA,$6894.28
12/19/2016,2558,Mount Pleasant,52641,HENRY,$13858.55
12/27/2016,3774,Dubuque,52001,DUBUQUE,$2342.81
11/29/2016,4566,Cedar Rapids,52404,LINN,$671.78
12/12/2016,3688,Fredericksburg,50630,CHICKASAW,$1124.55
12/21/2016,3417,Marengo,52301,IOWA,$2957.11
11/03/2016,2652,Mason City,50401,CERRO GORD,$6180.64
11/22/2016,4456,Iowa City,52246,JOHNSON,$548.30
11/30/2016,5147,Victor,52347,Poweshiek,$860.65
12/19/2016,3562,West Burlington,52655,DES MOINES,$7622.10
10/27/2016,3645,Windsor Heights,50311,Polk,$3972.78
11/28/2016,3712,Montezuma,50171,POWESHIEK,$1316.70
11/09/2016,5237,Fort Dodge,50501,Iowa,$3309.69
12/20/2016,4456,Iowa City,52246,JOHNSON,$476.22
10/04/2016,5242,Iowa City,52240,JOHNSON,$483.11
11/18/2016,4675,Ames,50010,STORY,$1267.61
11/28/2016,4984,Muscatine,52761,MUSCATINE,$1511.08
12/22/2016,4136,Grimes,50111,POLK,$2917.70
11/21/2016,2191,Keokuk,52632,LEE,$11438.75
12/09/2016,3782,Guttenberg,52052,CLAYTON,$17.65
11/16/2016,4326,Stratford,50249,HAMILTON,$1898.19
11/16/2016,2625,Davenport,52804,SCOTT,$35104.16
12/09/2016,4266,Shenandoah,51601,PAGE,$4995.18
10/03/2016,4233,Cresco,52136,HOWARD,$1842.54
10/04/2016,3944,Dubuque,52002,DUBUQUE,$6264.48
12/13/2016,4819,Altoona,50009,POLK,$1845.32
11/08/2016,5151,Ida Grove,51445,IDA,$4241.49
11/14/2016,4869,Guttenberg,52052,CLAYTON,$695.35
12/13/2016,5063,Waterloo,50703,BLACK HAWK,$2305.90
10/31/2016,5149,Burlington,52601,DES MOINES,$2014.13
10/17/2016,5149,Burlington,52601,DES MOINES,$1673.09
12/06/2016,5098,Des Moines,50311,POLK,$2794.56
12/27/2016,4641,Des Moines,50315,POLK,$888.67
10/05/2016,3660,Knoxville,50138,MARION,$6519.55
12/26/2016,4820,Inwood,51240,LYON,$1534.02
12/16/2016,3584,Oelwein,50662,FAYETTE,$5219.80
11/11/2016,4944,Martensdale,50160,Marshall,$1059.38
11/17/2016,4969,Clear Lake,50428,Cerro Gord,$10488.82
12/01/2016,4136,Grimes,50111,POLK,$3571.39
10/14/2016,4739,Council Bluffs,51503,POTTAWATTA,$1541.04
11/14/2016,4062,Des Moines,50314,POLK,$6696.69
11/09/2016,2621,Sioux City,51105,WOODBURY,$12061.29
12/22/2016,5346,Marshalltown,50158,MARSHALL,$4332.17
11/01/2016,4956,Cedar Rapids,52405,LINN,$1571.61
10/03/2016,3521,Council Bluffs,51501,POTTAWATTA,$3303.76
12/07/2016,4436,Ames,50010,STORY,$2503.18
11/11/2016,2620,Windsor Heights,50311,Polk,$11054.33
12/30/2016,4073,Forest City,50436,WINNEBAGO,$7743.45
11/01/2016,4664,Boone,50036,BOONE,$754.98
